farm_id,crop_variety,genomic_drought_resistance,genomic_disease_resistance,avg_temperature,total_rainfall_mm,satellite_ndvi,disease_severity,yield_percentage
FARM_1225,Swarna-Sub1 (Flood Tolerant),0.47,0.79,34.0,650.5,0.742,0.15,94.3
FARM_1226,IR-64 (Standard),0.2,0.54,29.0,618.5,0.798,0.1,100.0
FARM_1227,IR-64 (Standard),0.36,0.47,34.7,810.8,0.661,0.27,89.5
FARM_1228,Swarna-Sub1 (Flood Tolerant),0.21,0.53,34.7,304.2,0.755,0.15,91.7
FARM_1229,IR-64 (Standard),0.3,0.27,29.3,405.6,0.646,0.22,80.6
FARM_1230,Sahbhagi-Dhan (Drought Tolerant),0.71,0.44,25.4,419.1,0.716,0.24,86.3
FARM_1231,Sahbhagi-Dhan (Drought Tolerant),0.92,0.48,31.7,232.3,0.385,0.42,72.5
FARM_1232,IR-64 (Standard),0.44,0.71,29.5,340.2,0.686,0.31,85.9
FARM_1233,Swarna-Sub1 (Flood Tolerant),0.33,0.66,37.4,285.5,0.634,0.31,73.1
FARM_1234,Sahbhagi-Dhan (Drought Tolerant),0.89,0.56,30.2,186.0,0.342,0.08,83.0
FARM_1235,Swarna-Sub1 (Flood Tolerant),0.36,0.41,30.4,320.6,0.732,0.19,89.2
FARM_1236,Swarna-Sub1 (Flood Tolerant),0.38,0.31,33.2,486.8,0.68,0.24,87.9
FARM_1237,Sahbhagi-Dhan (Drought Tolerant),0.74,0.41,30.0,857.4,0.694,0.38,85.4
FARM_1238,Swarna-Sub1 (Flood Tolerant),0.28,0.61,32.8,296.2,0.728,0.27,87.3
FARM_1239,Sahbhagi-Dhan (Drought Tolerant),0.97,0.36,27.8,714.7,0.677,0.33,71.4
FARM_1240,Swarna-Sub1 (Flood Tolerant),0.3,0.46,25.5,544.2,0.667,0.35,84.2
FARM_1241,Sahbhagi-Dhan (Drought Tolerant),0.76,0.43,26.3,587.4,0.777,0.15,92.2
FARM_1242,IR-64 (Standard),0.45,0.66,28.7,529.0,0.731,0.29,87.4
FARM_1243,Sahbhagi-Dhan (Drought Tolerant),0.81,0.73,30.5,129.3,0.191,0.29,61.1
FARM_1244,Sahbhagi-Dhan (Drought Tolerant),0.97,0.62,32.0,289.7,0.73,0.06,94.3
FARM_1245,Sahbhagi-Dhan (Drought Tolerant),0.71,0.4,31.8,614.7,0.475,0.66,53.3
FARM_1246,Sahbhagi-Dhan (Drought Tolerant),0.85,0.46,30.0,509.2,0.709,0.35,81.8
FARM_1247,Swarna-Sub1 (Flood Tolerant),0.39,0.29,25.7,170.9,0.399,0.12,7.0
FARM_1248,IR-64 (Standard),0.16,0.3,32.8,456.5,0.744,0.15,88.2
FARM_1249,Sahbhagi-Dhan (Drought Tolerant),0.89,0.3,24.0,618.5,0.617,0.45,71.3
FARM_1250,Swarna-Sub1 (Flood Tolerant),0.16,0.28,25.3,249.2,0.657,0.14,37.2
FARM_1251,IR-64 (Standard),0.48,0.31,30.2,420.7,0.68,0.17,86.7
FARM_1252,IR-64 (Standard),0.26,0.32,33.2,803.7,0.698,0.22,80.5
FARM_1253,IR-64 (Standard),0.23,0.27,32.5,617.9,0.591,0.44,60.1
FARM_1254,IR-64 (Standard),0.11,0.58,29.6,817.3,0.655,0.37,85.0
FARM_1255,Sahbhagi-Dhan (Drought Tolerant),0.75,0.79,31.8,424.7,0.708,0.36,90.1
FARM_1256,Sahbhagi-Dhan (Drought Tolerant),0.75,0.73,25.7,716.3,0.518,0.55,88.1
FARM_1257,Swarna-Sub1 (Flood Tolerant),0.13,0.23,27.8,293.7,0.73,0.25,77.0
FARM_1258,Swarna-Sub1 (Flood Tolerant),0.3,0.45,27.8,666.1,0.749,0.02,100.0
FARM_1259,Swarna-Sub1 (Flood Tolerant),0.28,0.72,26.1,357.0,0.702,0.3,81.8
FARM_1260,IR-64 (Standard),0.41,0.28,28.6,591.4,0.562,0.31,78.3
FARM_1261,IR-64 (Standard),0.36,0.71,29.2,601.5,0.549,0.37,90.0
FARM_1262,Sahbhagi-Dhan (Drought Tolerant),0.89,0.56,28.2,637.6,0.621,0.43,74.8
FARM_1263,IR-64 (Standard),0.19,0.76,29.0,298.4,0.836,0.05,96.7
FARM_1264,IR-64 (Standard),0.39,0.73,18.6,563.3,0.696,0.39,90.4
FARM_1265,IR-64 (Standard),0.38,0.61,31.5,505.0,0.659,0.15,94.1
FARM_1266,Swarna-Sub1 (Flood Tolerant),0.16,0.59,28.4,750.9,0.794,0.15,96.8
FARM_1267,Swarna-Sub1 (Flood Tolerant),0.47,0.33,28.4,372.0,0.673,0.38,76.4
FARM_1268,Sahbhagi-Dhan (Drought Tolerant),0.89,0.27,24.4,238.8,0.449,0.42,65.6
FARM_1269,IR-64 (Standard),0.12,0.45,36.2,170.9,0.334,0.38,0.0
FARM_1270,IR-64 (Standard),0.17,0.31,36.4,442.9,0.589,0.45,58.4
FARM_1271,Sahbhagi-Dhan (Drought Tolerant),0.86,0.26,23.3,414.6,0.755,0.23,80.7
FARM_1272,IR-64 (Standard),0.31,0.38,29.1,439.9,0.733,0.17,88.5
FARM_1273,IR-64 (Standard),0.42,0.72,33.7,440.8,0.75,0.33,82.5
FARM_1274,Swarna-Sub1 (Flood Tolerant),0.19,0.21,28.6,778.9,0.771,0.12,89.9
FARM_1275,Sahbhagi-Dhan (Drought Tolerant),0.94,0.38,27.6,470.6,0.623,0.38,80.1
FARM_1276,Sahbhagi-Dhan (Drought Tolerant),0.8,0.45,27.3,726.3,0.715,0.13,86.0
FARM_1277,Sahbhagi-Dhan (Drought Tolerant),0.93,0.51,31.3,576.9,0.742,0.18,83.7
FARM_1278,Sahbhagi-Dhan (Drought Tolerant),0.74,0.31,40.5,317.4,0.648,0.28,59.4
FARM_1279,Swarna-Sub1 (Flood Tolerant),0.2,0.78,33.3,501.7,0.473,0.45,91.9
FARM_1280,Swarna-Sub1 (Flood Tolerant),0.16,0.55,25.6,809.1,0.781,0.21,100.0
FARM_1281,IR-64 (Standard),0.44,0.51,27.5,703.0,0.677,0.45,78.8
FARM_1282,IR-64 (Standard),0.29,0.21,28.9,740.5,0.616,0.46,62.9
FARM_1283,IR-64 (Standard),0.26,0.49,26.6,601.0,0.819,0.04,94.1
FARM_1284,IR-64 (Standard),0.28,0.7,25.8,404.5,0.66,0.45,98.4
FARM_1285,Swarna-Sub1 (Flood Tolerant),0.49,0.33,33.0,828.0,0.764,0.1,99.6
FARM_1286,Sahbhagi-Dhan (Drought Tolerant),0.72,0.41,28.0,611.9,0.667,0.11,95.6
FARM_1287,Swarna-Sub1 (Flood Tolerant),0.38,0.21,31.5,686.2,0.791,0.07,96.2
FARM_1288,IR-64 (Standard),0.22,0.79,37.1,521.7,0.701,0.22,78.9
FARM_1289,Swarna-Sub1 (Flood Tolerant),0.17,0.24,27.9,293.3,0.737,0.35,67.5
FARM_1290,Sahbhagi-Dhan (Drought Tolerant),0.98,0.74,31.1,579.0,0.656,0.44,82.9
FARM_1291,Sahbhagi-Dhan (Drought Tolerant),0.96,0.39,25.9,838.8,0.699,0.34,77.9
FARM_1292,Swarna-Sub1 (Flood Tolerant),0.21,0.55,31.7,661.7,0.745,0.32,86.0
FARM_1293,Swarna-Sub1 (Flood Tolerant),0.29,0.61,35.2,610.8,0.744,0.15,93.9
FARM_1294,Swarna-Sub1 (Flood Tolerant),0.47,0.28,35.0,328.0,0.712,0.47,61.3
FARM_1295,IR-64 (Standard),0.25,0.47,30.2,804.6,0.675,0.18,92.7
FARM_1296,Swarna-Sub1 (Flood Tolerant),0.33,0.4,27.9,769.4,0.58,0.54,67.1
FARM_1297,Swarna-Sub1 (Flood Tolerant),0.42,0.23,30.9,143.5,0.134,0.53,0.0
FARM_1298,Swarna-Sub1 (Flood Tolerant),0.27,0.7,30.2,685.8,0.575,0.41,90.6
FARM_1299,Sahbhagi-Dhan (Drought Tolerant),0.9,0.23,31.8,450.1,0.662,0.3,82.9
FARM_1300,Sahbhagi-Dhan (Drought Tolerant),0.77,0.59,27.5,558.3,0.63,0.49,76.2
FARM_1301,IR-64 (Standard),0.48,0.39,28.4,336.5,0.689,0.34,88.9
FARM_1302,IR-64 (Standard),0.44,0.32,29.1,524.2,0.674,0.24,78.3
FARM_1303,Sahbhagi-Dhan (Drought Tolerant),0.72,0.6,32.7,279.9,0.605,0.5,72.6
FARM_1304,Sahbhagi-Dhan (Drought Tolerant),0.75,0.54,33.2,339.4,0.431,0.8,64.6
FARM_1305,Sahbhagi-Dhan (Drought Tolerant),0.7,0.39,28.3,603.5,0.68,0.33,82.8
FARM_1306,Swarna-Sub1 (Flood Tolerant),0.21,0.51,25.4,348.6,0.634,0.33,82.1
FARM_1307,Swarna-Sub1 (Flood Tolerant),0.42,0.35,31.5,585.8,0.566,0.35,76.5
FARM_1308,Sahbhagi-Dhan (Drought Tolerant),0.9,0.72,32.9,521.9,0.466,0.75,88.9
FARM_1309,Swarna-Sub1 (Flood Tolerant),0.34,0.39,29.5,976.4,0.65,0.33,76.3
FARM_1310,Swarna-Sub1 (Flood Tolerant),0.42,0.35,27.1,370.6,0.702,0.08,89.5
FARM_1311,IR-64 (Standard),0.42,0.65,28.1,432.8,0.655,0.52,75.5
FARM_1312,Sahbhagi-Dhan (Drought Tolerant),0.79,0.21,36.6,356.7,0.763,0.12,80.1
FARM_1313,Sahbhagi-Dhan (Drought Tolerant),0.93,0.36,30.9,785.9,0.788,0.07,79.1
FARM_1314,Swarna-Sub1 (Flood Tolerant),0.14,0.43,34.1,521.3,0.645,0.38,78.3
FARM_1315,Sahbhagi-Dhan (Drought Tolerant),1.0,0.73,26.8,467.7,0.734,0.15,100.0
FARM_1316,IR-64 (Standard),0.16,0.77,34.8,654.1,0.736,0.23,94.4
FARM_1317,IR-64 (Standard),0.27,0.63,33.6,326.0,0.746,0.07,100.0
FARM_1318,IR-64 (Standard),0.43,0.5,29.6,231.6,0.237,0.55,31.3
FARM_1319,Sahbhagi-Dhan (Drought Tolerant),0.89,0.58,32.4,557.0,0.662,0.11,100.0
FARM_1320,Sahbhagi-Dhan (Drought Tolerant),0.89,0.45,35.2,532.4,0.767,0.12,94.5
FARM_1321,Sahbhagi-Dhan (Drought Tolerant),0.79,0.38,25.6,352.7,0.689,0.24,84.8
FARM_1322,Sahbhagi-Dhan (Drought Tolerant),0.96,0.77,27.9,571.1,0.897,0.09,93.1
FARM_1323,Sahbhagi-Dhan (Drought Tolerant),0.99,0.27,32.1,870.0,0.673,0.43,69.4
FARM_1324,IR-64 (Standard),0.29,0.41,30.1,589.5,0.706,0.29,92.0
FARM_1325,Swarna-Sub1 (Flood Tolerant),0.38,0.74,31.6,103.6,0.1,0.22,0.0
FARM_1326,IR-64 (Standard),0.47,0.63,32.8,783.4,0.744,0.06,97.4
FARM_1327,Sahbhagi-Dhan (Drought Tolerant),0.95,0.22,32.0,897.9,0.774,0.19,83.3
FARM_1328,IR-64 (Standard),0.46,0.21,29.0,605.8,0.722,0.22,75.8
FARM_1329,Sahbhagi-Dhan (Drought Tolerant),0.89,0.51,29.3,534.3,0.58,0.43,75.1
FARM_1330,Sahbhagi-Dhan (Drought Tolerant),0.82,0.49,36.2,190.5,0.326,0.12,72.0
FARM_1331,IR-64 (Standard),0.21,0.47,30.3,326.9,0.684,0.36,78.3
FARM_1332,Sahbhagi-Dhan (Drought Tolerant),0.79,0.38,35.4,438.6,0.68,0.22,89.8
FARM_1333,Swarna-Sub1 (Flood Tolerant),0.45,0.79,35.7,353.1,0.726,0.13,92.3
FARM_1334,Sahbhagi-Dhan (Drought Tolerant),0.94,0.36,26.9,398.1,0.638,0.38,75.4
FARM_1335,Swarna-Sub1 (Flood Tolerant),0.34,0.49,32.9,524.7,0.769,0.25,91.8
FARM_1336,Swarna-Sub1 (Flood Tolerant),0.15,0.44,25.7,363.1,0.764,0.06,96.0
FARM_1337,Sahbhagi-Dhan (Drought Tolerant),0.98,0.3,36.5,803.9,0.779,0.23,78.2
FARM_1338,IR-64 (Standard),0.26,0.32,30.8,514.9,0.71,0.18,85.6
FARM_1339,Swarna-Sub1 (Flood Tolerant),0.33,0.75,30.6,600.9,0.696,0.08,96.5
FARM_1340,IR-64 (Standard),0.26,0.71,26.5,601.9,0.609,0.44,91.3
FARM_1341,Swarna-Sub1 (Flood Tolerant),0.33,0.32,27.6,576.5,0.606,0.48,63.4
FARM_1342,Sahbhagi-Dhan (Drought Tolerant),0.74,0.73,30.9,509.5,0.635,0.21,88.8
FARM_1343,Sahbhagi-Dhan (Drought Tolerant),0.79,0.33,30.4,699.9,0.704,0.11,91.1
FARM_1344,Swarna-Sub1 (Flood Tolerant),0.36,0.58,28.5,741.8,0.691,0.34,85.3
FARM_1345,Sahbhagi-Dhan (Drought Tolerant),0.88,0.25,33.5,87.4,0.1,0.28,49.1
FARM_1346,Swarna-Sub1 (Flood Tolerant),0.27,0.73,30.0,212.6,0.517,0.08,41.0
FARM_1347,Sahbhagi-Dhan (Drought Tolerant),0.8,0.23,26.0,391.4,0.604,0.32,76.6
FARM_1348,IR-64 (Standard),0.31,0.53,32.9,276.9,0.469,0.53,55.2
FARM_1349,Sahbhagi-Dhan (Drought Tolerant),0.8,0.67,25.4,353.0,0.771,0.16,97.1
FARM_1350,IR-64 (Standard),0.29,0.27,22.3,409.4,0.711,0.24,87.6
FARM_1351,Sahbhagi-Dhan (Drought Tolerant),0.77,0.44,30.4,448.6,0.517,0.5,66.8
FARM_1352,IR-64 (Standard),0.39,0.23,25.9,201.8,0.387,0.25,23.3
FARM_1353,Sahbhagi-Dhan (Drought Tolerant),0.89,0.61,30.7,417.2,0.8,0.18,90.5
FARM_1354,IR-64 (Standard),0.47,0.38,33.3,784.5,0.682,0.27,85.7
FARM_1355,Swarna-Sub1 (Flood Tolerant),0.11,0.54,33.9,449.7,0.614,0.39,92.0
FARM_1356,Swarna-Sub1 (Flood Tolerant),0.48,0.76,32.0,618.4,0.76,0.23,90.7
FARM_1357,IR-64 (Standard),0.28,0.38,24.7,486.5,0.52,0.63,62.6
FARM_1358,Sahbhagi-Dhan (Drought Tolerant),1.0,0.23,27.1,523.0,0.75,0.19,74.9
FARM_1359,IR-64 (Standard),0.2,0.61,30.0,476.9,0.725,0.15,100.0
FARM_1360,Sahbhagi-Dhan (Drought Tolerant),0.77,0.67,30.1,648.6,0.586,0.4,76.3
FARM_1361,Swarna-Sub1 (Flood Tolerant),0.21,0.77,26.2,335.8,0.709,0.16,97.3
FARM_1362,Sahbhagi-Dhan (Drought Tolerant),0.78,0.29,28.2,534.2,0.613,0.19,92.0
FARM_1363,Swarna-Sub1 (Flood Tolerant),0.36,0.44,33.2,384.6,0.739,0.25,85.3
FARM_1364,Sahbhagi-Dhan (Drought Tolerant),0.75,0.71,32.0,634.0,0.655,0.45,85.0
FARM_1365,Sahbhagi-Dhan (Drought Tolerant),0.75,0.68,28.8,278.4,0.611,0.32,83.8
FARM_1366,Sahbhagi-Dhan (Drought Tolerant),0.84,0.57,34.1,630.1,0.661,0.27,86.8
FARM_1367,IR-64 (Standard),0.46,0.36,24.7,541.7,0.742,0.24,76.3
FARM_1368,IR-64 (Standard),0.31,0.37,33.3,247.1,0.483,0.43,24.1
FARM_1369,Swarna-Sub1 (Flood Tolerant),0.15,0.27,32.7,849.2,0.625,0.53,66.8
FARM_1370,Swarna-Sub1 (Flood Tolerant),0.26,0.75,33.0,611.6,0.623,0.49,83.8
FARM_1371,IR-64 (Standard),0.18,0.3,31.2,282.9,0.647,0.21,71.2
FARM_1372,Swarna-Sub1 (Flood Tolerant),0.18,0.54,27.4,531.3,0.564,0.56,68.1
FARM_1373,IR-64 (Standard),0.3,0.55,32.4,172.1,0.205,0.17,1.6
FARM_1374,Sahbhagi-Dhan (Drought Tolerant),0.96,0.42,28.3,157.1,0.185,0.19,87.3
FARM_1375,Swarna-Sub1 (Flood Tolerant),0.46,0.41,30.8,739.2,0.682,0.35,76.8
FARM_1376,Swarna-Sub1 (Flood Tolerant),0.3,0.6,27.1,260.0,0.68,0.16,72.1
FARM_1377,IR-64 (Standard),0.49,0.43,28.6,657.5,0.753,0.22,88.1
FARM_1378,Swarna-Sub1 (Flood Tolerant),0.48,0.35,29.4,733.5,0.574,0.53,65.6
FARM_1379,Swarna-Sub1 (Flood Tolerant),0.45,0.44,31.6,303.2,0.581,0.44,76.6
FARM_1380,Sahbhagi-Dhan (Drought Tolerant),0.96,0.68,32.3,916.0,0.754,0.2,94.9
FARM_1381,Swarna-Sub1 (Flood Tolerant),0.16,0.78,36.8,518.5,0.63,0.45,84.2
FARM_1382,Sahbhagi-Dhan (Drought Tolerant),0.74,0.58,30.6,509.7,0.626,0.33,85.2
FARM_1383,IR-64 (Standard),0.36,0.67,26.2,300.4,0.788,0.06,93.6
FARM_1384,Swarna-Sub1 (Flood Tolerant),0.27,0.52,33.2,304.0,0.77,0.17,98.3
FARM_1385,Sahbhagi-Dhan (Drought Tolerant),0.98,0.57,31.4,61.2,0.1,0.21,91.2
FARM_1386,IR-64 (Standard),0.29,0.79,29.2,344.6,0.664,0.33,95.1
FARM_1387,Swarna-Sub1 (Flood Tolerant),0.11,0.46,28.4,733.3,0.641,0.56,74.9
FARM_1388,IR-64 (Standard),0.39,0.24,27.5,296.4,0.718,0.31,68.5
FARM_1389,Swarna-Sub1 (Flood Tolerant),0.13,0.77,27.4,313.8,0.627,0.43,85.2
FARM_1390,IR-64 (Standard),0.35,0.68,25.1,242.8,0.421,0.35,54.4
FARM_1391,IR-64 (Standard),0.42,0.44,33.9,227.7,0.362,0.32,33.6
FARM_1392,Sahbhagi-Dhan (Drought Tolerant),0.81,0.79,31.7,677.5,0.714,0.33,100.0
FARM_1393,IR-64 (Standard),0.31,0.41,30.4,257.0,0.475,0.39,43.9
FARM_1394,Swarna-Sub1 (Flood Tolerant),0.41,0.42,27.5,473.7,0.801,0.08,88.2
FARM_1395,Swarna-Sub1 (Flood Tolerant),0.2,0.57,34.4,428.9,0.755,0.26,85.1
FARM_1396,Sahbhagi-Dhan (Drought Tolerant),0.73,0.36,24.3,691.3,0.598,0.41,69.5
FARM_1397,Swarna-Sub1 (Flood Tolerant),0.23,0.62,29.5,332.7,0.707,0.19,93.3
FARM_1398,Swarna-Sub1 (Flood Tolerant),0.32,0.29,33.9,413.8,0.703,0.39,74.1
FARM_1399,Swarna-Sub1 (Flood Tolerant),0.33,0.26,22.0,281.5,0.46,0.67,33.8
FARM_1400,IR-64 (Standard),0.15,0.52,30.7,372.0,0.772,0.14,93.2
FARM_1401,IR-64 (Standard),0.28,0.53,27.4,319.7,0.744,0.1,91.4
FARM_1402,Swarna-Sub1 (Flood Tolerant),0.21,0.26,30.5,471.1,0.722,0.05,100.0
FARM_1403,Sahbhagi-Dhan (Drought Tolerant),0.96,0.78,28.5,820.2,0.628,0.49,83.7
FARM_1404,IR-64 (Standard),0.23,0.54,32.4,459.3,0.778,0.25,96.3
FARM_1405,Sahbhagi-Dhan (Drought Tolerant),0.77,0.29,34.9,734.9,0.695,0.31,77.4
FARM_1406,Swarna-Sub1 (Flood Tolerant),0.27,0.39,40.1,689.0,0.647,0.46,49.9
FARM_1407,Swarna-Sub1 (Flood Tolerant),0.39,0.68,29.5,491.5,0.658,0.43,80.2
FARM_1408,IR-64 (Standard),0.3,0.51,33.0,692.3,0.814,0.17,90.5
FARM_1409,Swarna-Sub1 (Flood Tolerant),0.35,0.31,31.4,546.1,0.547,0.59,69.0
FARM_1410,IR-64 (Standard),0.26,0.26,31.7,214.2,0.267,0.34,8.7
FARM_1411,Swarna-Sub1 (Flood Tolerant),0.41,0.46,35.9,492.2,0.658,0.51,69.6
FARM_1412,Swarna-Sub1 (Flood Tolerant),0.27,0.4,27.3,541.2,0.6,0.32,79.1
FARM_1413,IR-64 (Standard),0.28,0.59,28.6,852.6,0.682,0.23,88.1
FARM_1414,IR-64 (Standard),0.31,0.76,29.3,313.7,0.686,0.18,100.0
FARM_1415,IR-64 (Standard),0.43,0.35,26.1,591.6,0.648,0.28,88.7
FARM_1416,Swarna-Sub1 (Flood Tolerant),0.36,0.71,30.0,253.8,0.659,0.08,58.9
FARM_1417,Swarna-Sub1 (Flood Tolerant),0.24,0.75,32.6,808.6,0.691,0.36,88.4
FARM_1418,Sahbhagi-Dhan (Drought Tolerant),0.78,0.74,33.3,744.7,0.623,0.34,86.1
FARM_1419,IR-64 (Standard),0.36,0.77,29.3,260.2,0.611,0.3,69.3
FARM_1420,Swarna-Sub1 (Flood Tolerant),0.47,0.71,34.6,848.2,0.616,0.43,89.6
FARM_1421,Swarna-Sub1 (Flood Tolerant),0.44,0.56,21.7,715.4,0.703,0.48,75.1
FARM_1422,IR-64 (Standard),0.36,0.45,39.3,753.0,0.614,0.42,52.6
FARM_1423,Sahbhagi-Dhan (Drought Tolerant),0.91,0.5,32.3,814.0,0.741,0.09,96.2
FARM_1424,IR-64 (Standard),0.41,0.72,28.3,725.2,0.67,0.28,91.0
FARM_1425,Sahbhagi-Dhan (Drought Tolerant),0.96,0.38,31.8,432.7,0.497,0.64,64.8
FARM_1426,Swarna-Sub1 (Flood Tolerant),0.49,0.3,29.4,800.5,0.774,0.13,86.8
FARM_1427,Sahbhagi-Dhan (Drought Tolerant),0.9,0.28,21.6,321.3,0.643,0.31,80.7
FARM_1428,Swarna-Sub1 (Flood Tolerant),0.13,0.7,30.2,344.9,0.64,0.37,87.8
FARM_1429,IR-64 (Standard),0.13,0.66,33.6,408.9,0.708,0.29,95.5
FARM_1430,IR-64 (Standard),0.36,0.5,33.9,566.7,0.804,0.24,89.8
FARM_1431,IR-64 (Standard),0.48,0.36,31.0,316.4,0.683,0.21,79.9
FARM_1432,Sahbhagi-Dhan (Drought Tolerant),0.8,0.61,33.8,260.4,0.439,0.5,67.0
FARM_1433,Swarna-Sub1 (Flood Tolerant),0.39,0.22,31.7,316.8,0.586,0.46,59.3
FARM_1434,IR-64 (Standard),0.36,0.54,30.9,427.4,0.667,0.39,81.0
FARM_1435,IR-64 (Standard),0.39,0.44,27.2,514.1,0.719,0.14,90.4
FARM_1436,Swarna-Sub1 (Flood Tolerant),0.24,0.79,28.6,347.8,0.691,0.16,97.1
FARM_1437,IR-64 (Standard),0.43,0.5,29.0,257.7,0.586,0.2,73.3
FARM_1438,Swarna-Sub1 (Flood Tolerant),0.12,0.53,31.1,578.0,0.62,0.52,78.5
FARM_1439,Swarna-Sub1 (Flood Tolerant),0.4,0.63,33.2,861.0,0.721,0.14,93.9
FARM_1440,Swarna-Sub1 (Flood Tolerant),0.21,0.49,27.5,417.1,0.693,0.28,82.6
FARM_1441,Swarna-Sub1 (Flood Tolerant),0.29,0.33,24.4,678.4,0.775,0.1,98.6
FARM_1442,Swarna-Sub1 (Flood Tolerant),0.43,0.52,35.8,500.4,0.757,0.11,94.4
FARM_1443,Sahbhagi-Dhan (Drought Tolerant),0.99,0.77,26.1,627.5,0.678,0.34,100.0
FARM_1444,IR-64 (Standard),0.17,0.45,32.0,663.1,0.641,0.29,87.8
FARM_1445,Sahbhagi-Dhan (Drought Tolerant),0.71,0.61,31.0,501.0,0.693,0.14,93.9
FARM_1446,IR-64 (Standard),0.31,0.79,28.6,303.3,0.674,0.21,100.0
FARM_1447,Sahbhagi-Dhan (Drought Tolerant),0.72,0.7,32.4,253.9,0.426,0.26,88.3
FARM_1448,Swarna-Sub1 (Flood Tolerant),0.2,0.6,25.2,730.0,0.72,0.05,95.2
FARM_1449,IR-64 (Standard),0.11,0.64,36.5,626.1,0.667,0.42,73.5
FARM_1450,IR-64 (Standard),0.26,0.76,40.5,695.9,0.771,0.16,63.3
FARM_1451,Sahbhagi-Dhan (Drought Tolerant),0.86,0.78,34.9,635.3,0.631,0.26,93.6
FARM_1452,Sahbhagi-Dhan (Drought Tolerant),0.76,0.78,26.8,714.4,0.661,0.13,94.5
FARM_1453,IR-64 (Standard),0.12,0.58,20.7,544.4,0.647,0.39,83.2
FARM_1454,Sahbhagi-Dhan (Drought Tolerant),0.72,0.43,31.9,196.1,0.46,0.05,66.8
FARM_1455,Sahbhagi-Dhan (Drought Tolerant),0.77,0.28,24.8,556.3,0.7,0.15,91.8
FARM_1456,Sahbhagi-Dhan (Drought Tolerant),0.81,0.43,28.3,858.6,0.695,0.19,93.8
FARM_1457,Swarna-Sub1 (Flood Tolerant),0.36,0.77,36.1,570.2,0.701,0.34,88.1
FARM_1458,Swarna-Sub1 (Flood Tolerant),0.36,0.73,36.5,254.1,0.6,0.33,55.4
FARM_1459,Sahbhagi-Dhan (Drought Tolerant),0.94,0.51,36.9,647.0,0.681,0.22,80.4
FARM_1460,Sahbhagi-Dhan (Drought Tolerant),0.92,0.52,30.4,933.6,0.681,0.37,78.2
FARM_1461,Swarna-Sub1 (Flood Tolerant),0.13,0.39,33.6,388.3,0.689,0.27,86.3
FARM_1462,Swarna-Sub1 (Flood Tolerant),0.41,0.47,22.0,565.2,0.799,0.14,93.7
FARM_1463,IR-64 (Standard),0.33,0.63,24.0,595.1,0.481,0.66,64.2
FARM_1464,IR-64 (Standard),0.12,0.44,28.8,540.7,0.651,0.37,80.8
FARM_1465,Swarna-Sub1 (Flood Tolerant),0.3,0.31,33.4,659.5,0.667,0.25,82.1
FARM_1466,Sahbhagi-Dhan (Drought Tolerant),0.79,0.52,28.3,419.0,0.778,0.05,100.0
FARM_1467,Sahbhagi-Dhan (Drought Tolerant),0.9,0.34,33.2,625.4,0.729,0.29,83.7
FARM_1468,Sahbhagi-Dhan (Drought Tolerant),0.95,0.78,25.4,733.5,0.577,0.55,94.5
FARM_1469,Sahbhagi-Dhan (Drought Tolerant),0.97,0.43,30.4,452.8,0.623,0.35,76.8
FARM_1470,IR-64 (Standard),0.15,0.75,32.2,661.1,0.689,0.39,82.3
FARM_1471,Swarna-Sub1 (Flood Tolerant),0.19,0.34,33.0,424.3,0.652,0.43,78.3
FARM_1472,Sahbhagi-Dhan (Drought Tolerant),0.8,0.31,28.2,224.6,0.451,0.27,71.0
FARM_1473,IR-64 (Standard),0.49,0.57,30.1,224.0,0.335,0.38,41.5
FARM_1474,Sahbhagi-Dhan (Drought Tolerant),0.93,0.67,23.8,592.2,0.742,0.21,90.8
FARM_1475,Swarna-Sub1 (Flood Tolerant),0.22,0.54,29.6,124.8,0.113,0.18,0.0
FARM_1476,IR-64 (Standard),0.27,0.34,34.3,518.5,0.709,0.1,93.3
FARM_1477,Swarna-Sub1 (Flood Tolerant),0.22,0.22,28.9,341.9,0.531,0.56,52.3
FARM_1478,Swarna-Sub1 (Flood Tolerant),0.2,0.57,27.0,61.2,0.1,0.22,0.0
FARM_1479,IR-64 (Standard),0.34,0.28,33.1,636.5,0.631,0.48,66.3
FARM_1480,IR-64 (Standard),0.11,0.41,39.1,219.4,0.469,0.16,0.0
FARM_1481,IR-64 (Standard),0.2,0.61,38.7,961.7,0.557,0.34,68.5
FARM_1482,IR-64 (Standard),0.36,0.26,31.0,827.4,0.772,0.2,88.0
FARM_1483,IR-64 (Standard),0.11,0.28,33.1,486.7,0.731,0.28,77.2
FARM_1484,IR-64 (Standard),0.13,0.24,36.6,98.1,0.1,0.24,0.0
FARM_1485,IR-64 (Standard),0.22,0.8,31.0,559.2,0.782,0.22,96.4
FARM_1486,Sahbhagi-Dhan (Drought Tolerant),0.95,0.43,31.8,866.9,0.608,0.36,70.2
FARM_1487,Swarna-Sub1 (Flood Tolerant),0.41,0.74,28.7,712.3,0.777,0.07,97.3
FARM_1488,IR-64 (Standard),0.11,0.38,39.5,725.0,0.693,0.28,61.7
FARM_1489,Sahbhagi-Dhan (Drought Tolerant),0.94,0.65,32.9,808.7,0.703,0.27,91.1
FARM_1490,Sahbhagi-Dhan (Drought Tolerant),0.99,0.33,28.9,249.3,0.482,0.2,93.2
